,title,genres
2202,Daddy Day Care,"Comedy, Family"
2203,Weathering with You,"Animation, Drama, Fantasy, Romance"
2204,Three Men and a Leg,Comedy
2205,The Shack,"Drama, Fantasy"
2206,Thank You for Smoking,"Comedy, Drama"
2207,My Big Fat Greek Wedding,"Comedy, Drama, Romance"
2208,You Only Live Twice,"Action, Thriller, Adventure"
2209,Primer,"Science Fiction, Drama, Thriller"
2210,The Boat That Rocked,"Drama, Comedy"
2211,Hitman's Wife's Bodyguard,"Action, Comedy, Crime, Thriller"
2212,City Lights,"Comedy, Romance, Drama"
2213,Rashomon,"Crime, Drama, Mystery"
2214,Hunter Killer,"Action, Thriller"
2215,The Boy Next Door,Thriller
2216,Premium Rush,"Crime, Action, Thriller"
2217,My Sister's Keeper,Drama
2218,Killer Elite,"Action, Adventure, Thriller"
2219,Julie & Julia,"Romance, Drama"
2220,Small Soldiers,"Comedy, Adventure, Fantasy, Science Fiction, Action"
2221,Bone Tomahawk,"Western, Horror, Drama"
2222,Dogtooth,Drama
2223,Hot Shots!,"Action, Comedy, War"
2224,She's Out of My League,"Romance, Comedy"
2225,The Christmas Chronicles,"Comedy, Adventure, Family, Fantasy"
2226,Videodrome,"Horror, Mystery, Science Fiction"
2227,City of Angels,"Romance, Drama, Fantasy"
2228,Pet Sematary,"Horror, Drama"
2229,Jack and Jill,Comedy
2230,Contraband,"Thriller, Action, Drama, Crime"
2231,American Pie Presents: Band Camp,Comedy
2232,Step Up Revolution,"Music, Drama, Romance"
2233,I Feel Pretty,"Comedy, Romance"
2234,A Fish Called Wanda,"Comedy, Crime"
2235,The English Patient,"Drama, Romance, War"
2236,The Bridges of Madison County,"Drama, Romance"
2237,The 400 Blows,Drama
2238,Spartacus,"History, War, Drama, Adventure"
2239,George of the Jungle,"Adventure, Comedy, Family, Romance"
2240,Traffic,"Thriller, Drama, Crime"
2241,Persona,Drama
2242,The Rite,"Drama, Thriller, Horror"
2243,Sixteen Candles,"Comedy, Romance"
2244,Beauty and the Beast,"Fantasy, Romance"
2245,A Bad Moms Christmas,Comedy
2246,Licorice Pizza,"Drama, Comedy"
2247,The Warriors,"Action, Thriller"
2248,CODA,"Drama, Music, Romance"
2249,She's All That,"Comedy, Romance"
2250,Trolls World Tour,"Family, Animation, Comedy, Fantasy, Adventure, Music"
2251,Bad Santa,"Drama, Comedy, Crime"
2252,M,"Drama, Thriller, Crime"
2253,Return,Drama
2254,Countdown,"Horror, Thriller"
2255,Youth,"Comedy, Drama"
2256,Don't Worry Darling,"Thriller, Mystery, Drama"
2257,The Last King of Scotland,Drama
2258,Hannah Montana: The Movie,"Comedy, Drama, Family, Music, Romance"
2259,Dragonball Evolution,"Action, Adventure, Fantasy, Science Fiction, Thriller"
2260,Beethoven,"Family, Comedy"
2261,The Skeleton Key,"Drama, Horror, Mystery, Thriller"
2262,Aloha,"Drama, Comedy, Romance"
2263,Frida,"Drama, Romance"
2264,Office Christmas Party,Comedy
2265,Max Payne,"Crime, Action, Drama, Thriller"
2266,Coyote Ugly,"Comedy, Drama, Music, Romance"
2267,Deliver Us from Evil,"Thriller, Crime, Horror"
2268,A Dangerous Method,"Drama, Thriller"
2269,The Invention of Lying,"Comedy, Fantasy, Romance"
2270,Four Brothers,"Action, Crime"
2271,My Girl,"Comedy, Drama"
2272,Leap Year,"Romance, Comedy"
2273,Attack the Block,"Action, Comedy, Science Fiction"
2274,Colossal,"Drama, Fantasy, Science Fiction"
2275,A Serious Man,"Comedy, Drama"
2276,Two Weeks Notice,"Comedy, Romance"
2277,The Other Boleyn Girl,"Drama, Romance, History"
2278,Planet 51,"Animation, Family, Comedy, Science Fiction, Adventure"
2279,To Rome with Love,"Comedy, Romance"
2280,Into the Storm,"Action, Thriller"
2281,Rough Night,"Drama, Comedy"
2282,Thir13en Ghosts,"Horror, Thriller"
2283,Balto,"Family, Animation, Adventure"
2284,Blackhat,"Crime, Thriller, Action"
2285,American Pie Presents: The Naked Mile,Comedy
2286,Seeking a Friend for the End of the World,"Comedy, Drama, Romance, Adventure"
2287,Peppermint,"Action, Thriller"
2288,Extremely Loud & Incredibly Close,Drama
2289,Krampus,"Horror, Comedy, Fantasy"
2290,Not Another Teen Movie,Comedy
2291,Mean Streets,"Drama, Crime"
2292,Vantage Point,"Drama, Action, Thriller, Crime"
2293,Keeping Up with the Joneses,"Action, Comedy"
2294,Diamonds Are Forever,"Adventure, Action, Thriller"
2295,Three Kings,"Action, Comedy, War"
2296,Abominable,"Family, Animation, Adventure, Comedy"
2297,Stalker,"Science Fiction, Drama"
2298,Harold & Kumar Go to White Castle,"Comedy, Adventure"
2299,Tombstone,"Western, Action"
2300,The Cat Returns,"Adventure, Fantasy, Animation, Drama, Family"
2301,Sinbad: Legend of the Seven Seas,"Family, Animation, Adventure, Comedy, Fantasy, Action"
2302,The Kid,"Comedy, Drama"
2303,Spy Game,"Action, Crime, Thriller"
2304,The Game Plan,"Comedy, Family"
2305,Robin Hood: Men in Tights,Comedy
2306,The Negotiator,"Action, Crime, Drama, Thriller"
2307,JFK,"Drama, Thriller, History"
2308,Before I Go to Sleep,"Thriller, Mystery"
2309,Dawn of the Dead,Horror
2310,Layer Cake,"Drama, Thriller, Crime"
2311,Cheaper by the Dozen 2,"Comedy, Family, Adventure"
2312,Home on the Range,"Animation, Family"
2313,The Crazies,"Mystery, Horror, Action"
2314,Raising Arizona,"Comedy, Crime"
2315,Funny Games,"Drama, Thriller, Horror"
2316,Let Me In,"Drama, Horror, Mystery"
2317,Exam,"Thriller, Mystery"
2318,Dark Waters,"Drama, Thriller"
2319,Blockers,Comedy
2320,Climax,Horror
2321,The Bridge on the River Kwai,"Drama, History, War"
2322,Babylon A.D.,"Action, Adventure, Science Fiction, Thriller"
2323,Letters from Iwo Jima,"Action, Drama, War"
2324,The Return of the Living Dead,"Horror, Comedy"
2325,A Man Called Otto,"Comedy, Drama"
2326,Lolita,"Drama, Comedy, Romance"
2327,Hunt for the Wilderpeople,"Adventure, Comedy, Drama"
2328,We Were Soldiers,"Action, History, War"
2329,The Girl Who Leapt Through Time,"Fantasy, Animation, Drama, Science Fiction"
2330,Tooth Fairy,"Comedy, Family, Fantasy"
2331,The Life of David Gale,"Drama, Thriller, Crime"
2332,Wall Street,"Crime, Drama"
2333,Dazed and Confused,Comedy
2334,Cool Runnings,"Comedy, Adventure, Drama"
2335,The Haunted Mansion,"Thriller, Fantasy, Comedy, Family, Mystery"
2336,Shot Caller,"Crime, Drama, Thriller"
2337,Unleashed,"Action, Crime"
2338,The 6th Day,"Science Fiction, Action, Mystery"
2339,Step Up All In,"Romance, Drama, Music"
2340,The Hot Chick,"Comedy, Fantasy"
2341,What If,"Drama, Comedy, Romance"
2342,Slender Man,"Horror, Mystery, Thriller"
2343,The Wolfman,"Horror, History, Drama, Thriller"
2344,Shoplifters,"Drama, Crime, Thriller"
2345,Scream VI,"Horror, Crime, Thriller"
2346,The Girl with All the Gifts,"Action, Horror, Science Fiction"
2347,The Garden of Words,"Animation, Drama, Romance"
2348,True Story,"Crime, Drama, History"
2349,Orphan: First Kill,"Horror, Thriller"
2350,Hostel: Part II,Horror
2351,The Santa Clause,"Fantasy, Drama, Comedy, Family"
2352,Naked Gun 33⅓: The Final Insult,"Comedy, Crime"
2353,Knock at the Cabin,"Thriller, Mystery, Horror"
2354,Star Wars: The Clone Wars,"Animation, Action, Science Fiction, Adventure"
2355,Footloose,"Drama, Romance"
2356,Roman Holiday,"Romance, Comedy, Drama"
2357,From Paris with Love,"Action, Crime, Thriller"
2358,Live and Let Die,"Adventure, Action, Thriller"
2359,Hall Pass,"Comedy, Romance"
2360,"tick, tick... BOOM!","Drama, Music"
2361,DragonHeart,"Fantasy, Action, Adventure, Drama"
2362,Entrapment,"Romance, Drama, Mystery"
2363,Togo,"Adventure, Family"
2364,The Man with the Golden Gun,"Adventure, Action, Thriller"
2365,Couples Retreat,"Comedy, Romance"
2366,Slayers Return,"Animation, Adventure, Comedy, Fantasy"
2367,The Highwaymen,"Crime, Drama, Thriller"
2368,Oldboy,"Drama, Thriller, Mystery, Action"
2369,The Omen,"Horror, Thriller"
2370,The Wolf's Call,"Thriller, Action"
2371,Extraction 2,"Action, Thriller"
2372,Colonia,"Drama, History"
2373,The Rundown,"Adventure, Action, Comedy, Thriller"
2374,Runaway Bride,"Comedy, Romance"
2375,Daybreakers,"Action, Fantasy, Science Fiction"
2376,Babysitting,Comedy
2377,[REC]²,"Thriller, Horror"
2378,Gnomeo & Juliet,"Animation, Family"
2379,Astérix at the Olympic Games,"Fantasy, Adventure, Comedy, Family"
2380,The Firm,"Drama, Mystery, Thriller"
2381,Halloween II,Horror
2382,Step Up 3D,"Drama, Romance"
2383,"Salò, or the 120 Days of Sodom","Drama, Horror"
2384,On My Skin,Drama
2385,Vivarium,"Science Fiction, Thriller, Mystery, Horror"
2386,The Lost Boys,"Horror, Comedy, Thriller"
2387,Circle,"Science Fiction, Mystery, Drama, Thriller, Horror"
2388,Easy Rider,"Adventure, Drama"
2389,16 Blocks,"Action, Adventure, Crime, Thriller"
2390,Stuck in Love,"Drama, Comedy"
2391,8MM,"Thriller, Crime, Mystery"
2392,Fright Night,"Horror, Comedy"
2393,Out of the Furnace,"Thriller, Drama, Crime"
2394,The Pink Panther,"Comedy, Mystery, Crime, Adventure, Family"
2395,Blair Witch,"Thriller, Horror"
2396,How It Ends,"Science Fiction, Thriller, Mystery, Action, Adventure"
2397,High Fidelity,"Drama, Comedy, Romance, Music"
2398,The House Bunny,"Romance, Comedy"
2399,Ray,"Drama, Music"
2400,A View to a Kill,"Adventure, Action, Thriller"
2401,Velvet Buzzsaw,"Thriller, Mystery, Horror"
2402,21 Bridges,"Crime, Action, Drama"
2403,Red Eye,"Thriller, Mystery"
2404,Tall Girl,"Comedy, Drama, Romance"
2405,Mary and Max,"Animation, Comedy, Drama"
2406,Moonraker,"Action, Adventure, Thriller, Science Fiction"
2407,The Faculty,"Horror, Science Fiction, Mystery"
2408,The Choice,"Drama, Romance"
2409,The Sisters Brothers,"Drama, Western"
2410,Jungle,"Adventure, Drama, Thriller"
2411,Repo Men,"Action, Science Fiction, Thriller, Crime"
2412,The Basketball Diaries,"Drama, Crime"
2413,Boyz n the Hood,"Crime, Drama"
2414,State of Play,Thriller
2415,The Woman in the Window,"Crime, Mystery, Thriller"
2416,Ip Man 4: The Finale,"Action, Drama, History"
2417,To All the Boys: Always and Forever,"Romance, Comedy, Drama"
2418,The Spy Who Loved Me,"Adventure, Action, Thriller"
2419,5 Centimeters Per Second,"Animation, Drama, Family, Romance"
2420,Persepolis,"Animation, Drama"
2421,The Tuxedo,"Thriller, Action, Comedy, Science Fiction"
2422,Road Trip,"Comedy, Adventure"
2423,Just My Luck,"Comedy, Drama, Family, Fantasy, Romance"
2424,Octopussy,"Adventure, Action, Thriller"
2425,Midnight Special,"Adventure, Drama, Science Fiction"
2426,Machete Kills,"Action, Crime, Thriller"
2427,Nosferatu,"Fantasy, Horror"
2428,"I, Frankenstein","Horror, Thriller"
2429,Wild Child,"Comedy, Drama, Romance"
2430,Christine,Horror
2431,The Guest,"Mystery, Thriller, Action"
2432,Army of Thieves,"Action, Thriller, Crime, Comedy"
2433,Samaritan,"Action, Crime, Fantasy, Science Fiction"
2434,Maid in Manhattan,"Comedy, Drama, Romance"
2435,The Fabelmans,Drama
2436,Willow,"Action, Adventure, Fantasy"
2437,The Visitors,"Fantasy, Comedy"
2438,Papillon,Drama
2439,Plane,"Action, Adventure, Thriller"
2440,Bend It Like Beckham,"Comedy, Drama, Romance"
2441,Ballerina,"Animation, Adventure, Comedy, Family"
2442,Child's Play,"Horror, Thriller, Science Fiction"
2443,Indiana Jones and the Dial of Destiny,"Adventure, Action"
2444,The Dinner Game,Comedy
2445,La Femme Nikita,"Action, Thriller"
2446,Escape Room: Tournament of Champions,"Horror, Thriller, Mystery"
2447,Faster,"Crime, Drama, Action, Thriller"
2448,American Pie Presents: Beta House,Comedy
2449,Saturday Night Fever,"Music, Drama"
2450,Cellular,"Action, Thriller"
2451,Serendipity,"Comedy, Romance, Drama"
2452,The Switch,"Comedy, Romance, Drama"
2453,Two Night Stand,"Romance, Comedy"
2454,Empire of the Sun,"Drama, History, War"
2455,Paranormal Activity 4,Horror
2456,Whisper of the Heart,"Animation, Drama, Family"
2457,G-Force,"Animation, Family, Fantasy, Action, Adventure, Comedy"
2458,My Fault,"Drama, Romance"
2459,Mr. Holmes,"Drama, Crime"
2460,Scouts Guide to the Zombie Apocalypse,"Comedy, Horror"
2461,Star Trek II: The Wrath of Khan,"Action, Adventure, Science Fiction, Thriller"
2462,Frozen Fever,"Animation, Family, Adventure, Comedy"
2463,The Family Man,"Comedy, Drama, Romance, Fantasy"
2464,I Want You,"Drama, Romance"
2465,Battle of the Sexes,"Comedy, Drama, History"
2466,Conan the Barbarian,"Adventure, Fantasy, Action"
2467,Halloween 4: The Return of Michael Myers,"Horror, Thriller"
2468,That's My Boy,Comedy
2469,A Serbian Film,"Crime, Horror, Thriller"
2470,Elephant,"Crime, Drama"
2471,Twin Peaks: Fire Walk with Me,"Drama, Mystery, Horror"
2472,Licence to Kill,"Adventure, Action, Thriller"
2473,The Kissing Booth 3,"Romance, Comedy"
2474,Year One,"Comedy, Adventure"
2475,St. Vincent,Comedy
2476,I'm Thinking of Ending Things,"Drama, Fantasy, Mystery, Thriller"
2477,The Woman King,"Action, Drama, History"
2478,Role Models,Comedy
2479,Aladdin and the King of Thieves,"Adventure, Animation, Family"
2480,Welcome to the South,Comedy
2481,Paterson,"Drama, Romance, Comedy"
2482,I Can Quit Whenever I Want,Comedy
2483,eXistenZ,"Action, Thriller, Science Fiction"
2484,Papillon,"Crime, Drama"
2485,Serpico,"Crime, Drama, History"
2486,Shoot 'Em Up,"Action, Thriller, Comedy, Crime"
2487,Kung Fury,"Action, Comedy, Science Fiction, Fantasy"
2488,Before I Wake,"Drama, Fantasy, Horror, Thriller"
2489,Crocodile Dundee,"Adventure, Comedy"
2490,Elle,"Drama, Thriller"
2491,The Counselor,"Thriller, Crime, Drama"
2492,West Side Story,"Crime, Drama, Romance"
2493,The Last: Naruto the Movie,"Action, Romance, Animation"
2494,Ambulance,"Thriller, Action"
2495,Barbarian,"Horror, Mystery, Thriller"
2496,Jaws 2,"Horror, Thriller"
2497,Tango & Cash,"Action, Adventure, Comedy, Thriller"
2498,Miss Congeniality 2: Armed and Fabulous,"Action, Comedy"
2499,All About My Mother,"Comedy, Drama"
2500,"Dude, Where's My Car?","Comedy, Science Fiction"
2501,Dragon Ball Z: Resurrection 'F',"Action, Animation, Science Fiction"
2502,Mandy,"Horror, Action, Thriller, Fantasy"
2503,A Haunted House,"Comedy, Horror"
2504,Elite Squad: The Enemy Within,"Drama, Action, Crime"
2505,Asterix & Obelix Take on Caesar,"Family, Adventure, Comedy, Fantasy"
2506,Nanny McPhee and the Big Bang,"Comedy, Fantasy, Family"
2507,A Wrinkle in Time,"Adventure, Science Fiction, Family, Fantasy"
2508,Lockout,"Action, Thriller, Science Fiction"
2509,Where the Wild Things Are,"Family, Fantasy, Drama, Adventure"
2510,Along Came a Spider,"Crime, Mystery, Thriller, Action"
2511,What to Expect When You're Expecting,"Romance, Comedy, Drama"
2512,"Planes, Trains and Automobiles",Comedy
2513,Ella Enchanted,"Family, Fantasy, Comedy"
2514,Analyze This,"Comedy, Crime"
2515,Terrifier,"Horror, Thriller"
2516,Bedazzled,"Fantasy, Comedy, Romance"
2517,xXx: State of the Union,"Action, Adventure, Crime, Mystery, Thriller"
2518,Regression,"Horror, Mystery, Thriller"
2519,Justice League: The Flashpoint Paradox,"Science Fiction, Animation, Action, Adventure"
2520,The Jackal,"Action, Thriller, Adventure, Crime"
2521,Bride of Chucky,"Comedy, Horror"
2522,Drive Angry,"Fantasy, Thriller, Action, Crime"
2523,Dante's Peak,"Action, Adventure, Drama, Thriller"
2524,Day Shift,"Action, Fantasy, Horror, Comedy"
2525,Monty Python's The Meaning of Life,Comedy
2526,Mirrors,"Horror, Mystery, Thriller, Drama, Fantasy"
2527,Love Me If You Dare,"Drama, Comedy, Romance"
2528,Enter the Dragon,Action
2529,Team America: World Police,"Adventure, Action, Comedy"
2530,Magic Mike XXL,"Comedy, Drama"
2531,The Whole Nine Yards,"Comedy, Crime"
2532,Fear Street: 1978,"Mystery, Horror"
2533,House at the End of the Street,"Horror, Thriller"
2534,End of Days,"Action, Fantasy, Horror, Mystery"
2535,On Her Majesty's Secret Service,"Adventure, Action, Thriller"
2536,Hot Shots! Part Deux,"Action, Comedy, War"
2537,La Dolce Vita,"Comedy, Drama"
2538,The Craft,"Horror, Drama, Fantasy"
2539,Free Willy,"Family, Adventure, Drama"
2540,The Core,"Action, Thriller, Adventure, Science Fiction"
2541,Batman: The Killing Joke,"Action, Animation, Crime, Drama"
2542,Son of the Mask,"Fantasy, Comedy, Family, Adventure"
2543,Mary Queen of Scots,"Drama, History"
2544,Good Boys,Comedy
2545,National Lampoon's Van Wilder,"Comedy, Romance"
2546,Before We Go,"Comedy, Drama, Romance"
2547,District B13,"Action, Thriller, Science Fiction"
2548,The Last Boy Scout,"Action, Thriller"
2549,Napoleon Dynamite,Comedy
2550,Garden State,"Comedy, Drama, Romance"
2551,The Blue Lagoon,"Romance, Adventure"
2552,The Losers,"Action, Adventure, Crime, Mystery, Thriller"
2553,RoboCop 2,"Action, Adventure, Crime, Science Fiction, Thriller"
2554,Flags of Our Fathers,"War, Drama, History"
2555,Duel,"Action, Thriller, TV Movie"
2556,The Bad Guys,"Animation, Action, Adventure, Crime, Comedy, Family"
2557,Trick 'r Treat,"Horror, Comedy"
2558,The Third Man,"Thriller, Mystery"
2559,Dark Skies,"Science Fiction, Thriller, Horror"
2560,For Your Eyes Only,"Adventure, Action, Thriller"
2561,Ransom,"Action, Thriller"
2562,The Death of Stalin,"Comedy, Drama, History"
2563,The Midnight Sky,"Science Fiction, Drama"
2564,Outside the Wire,"Thriller, Action, Science Fiction"
2565,Extinction,"Action, Drama, Science Fiction, Thriller"
2566,Another Cinderella Story,"Comedy, Music"
2567,Spiral: From the Book of Saw,"Horror, Crime, Mystery"
2568,The 13th Warrior,"Adventure, History, Action"
2569,Blazing Saddles,"Western, Comedy"
2570,Little Nicky,"Comedy, Fantasy"
2571,Vampire Academy,"Comedy, Action, Fantasy"
2572,Sister Act 2: Back in the Habit,"Music, Comedy"
2573,Mirage,"Thriller, Drama, Mystery, Fantasy"
2574,42,Drama
2575,Frozen,Thriller
2576,The Unforgivable,"Drama, Crime"
2577,A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror
2578,What Lies Beneath,"Drama, Horror, Mystery, Thriller"
2579,65,"Science Fiction, Action, Adventure"
2580,Dinner for Schmucks,Comedy
2581,Guy Ritchie's The Covenant,"War, Action, Thriller"
2582,Look Who's Back,Comedy
2583,Paycheck,"Action, Adventure, Mystery, Science Fiction, Thriller"
2584,Pain and Glory,Drama
2585,Eraser,"Action, Drama, Mystery, Thriller"
2586,WarGames,"Thriller, Science Fiction, Drama"
2587,Ron's Gone Wrong,"Animation, Science Fiction, Family, Comedy"
2588,The Waterboy,Comedy
2589,Superhero Movie,"Comedy, Action, Science Fiction"
2590,Bill & Ted's Excellent Adventure,"Adventure, Comedy, Science Fiction"
2591,Romancing the Stone,"Adventure, Romance, Comedy, Action"
2592,Hotel Transylvania: Transformania,"Animation, Comedy, Family, Adventure, Fantasy"
2593,Old School,Comedy
2594,Winchester,"Horror, Thriller"
2595,Bloodsport,"Action, Drama"
2596,The Forest,"Horror, Thriller, Mystery"
2597,You Get Me,"Thriller, Romance, Drama"
2598,Peter Rabbit,"Animation, Adventure, Family"
2599,Pay It Forward,Drama
2600,The Insider,"Drama, Thriller"
2601,Triangle of Sadness,"Comedy, Drama"
2602,The French Connection,"Action, Crime, Thriller"
2603,The Voices,"Comedy, Crime, Horror, Fantasy"
2604,Miss Sloane,"Drama, Crime"
2605,Rat Race,"Adventure, Comedy"
2606,The Box,"Thriller, Science Fiction"
2607,The Guardians of the Galaxy Holiday Special,"Comedy, Science Fiction, Adventure"
2608,The Way Way Back,"Comedy, Drama"
2609,Winter's Bone,"Drama, Mystery"
2610,Breathless,"Drama, Crime"
2611,All the President's Men,"Drama, History, Mystery, Thriller"
2612,Lars and the Real Girl,"Comedy, Drama, Romance"
2613,Child's Play 2,"Horror, Thriller"
2614,Payback,"Crime, Action, Drama"
2615,Wild Card,"Thriller, Crime, Action"
2616,Funny Games,"Drama, Horror, Thriller"
2617,Paperman,"Animation, Family, Romance"
2618,American Pie Presents: The Book of Love,Comedy
2619,Blades of Glory,Comedy
2620,Masterminds,"Action, Comedy, Crime"
2621,Clifford the Big Red Dog,"Family, Adventure, Comedy, Fantasy"
2622,Dancer in the Dark,"Drama, Crime"
2623,Whatever Works,"Comedy, Romance"
2624,Get Him to the Greek,"Adventure, Comedy, Music"
2625,When Marnie Was There,"Animation, Drama, Family"
2626,Hoodwinked!,"Animation, Comedy, Family, Crime"
2627,Snakes on a Plane,"Action, Crime, Thriller, Adventure"
2628,City of Ember,"Adventure, Family, Fantasy"
2629,Nebraska,"Drama, Adventure"
2630,Enter the Void,"Fantasy, Drama"
2631,Double Indemnity,"Crime, Thriller"
2632,Princess Protection Program,"Family, TV Movie, Comedy"
2633,Endless Love,"Drama, Romance"
2634,Dreamcatcher,"Drama, Horror, Science Fiction, Thriller"
2635,Cold Mountain,"Drama, War, History, Adventure, Romance"
2636,The Count of Monte Cristo,"Adventure, Drama, History"
2637,The Texas Chainsaw Massacre: The Beginning,"Horror, Thriller"
2638,The Little Mermaid II: Return to the Sea,"Animation, Adventure, Family, Comedy"
2639,The Green Knight,"Adventure, Drama, Fantasy"
2640,The Iron Lady,"History, Drama"
2641,The Campaign,Comedy
2642,Man on the Moon,"Comedy, Drama"
2643,Criminal,"Action, Crime, Science Fiction"
2644,Miami Vice,"Action, Crime, Thriller"
2645,A Scanner Darkly,"Animation, Science Fiction, Thriller"
2646,Beasts of No Nation,"Drama, War"
2647,Code 8,"Science Fiction, Action, Crime"
2648,Violent Night,"Action, Comedy, Crime, Thriller"
2649,The Last House on the Left,"Crime, Thriller, Horror, Drama"
2650,Defiance,"Action, Drama, History, War"
2651,The Magnificent Seven,Western
2652,Friday,Comedy
2653,Cargo,"Drama, Thriller, Horror"
2654,A Goofy Movie,"Romance, Animation, Family, Comedy, Adventure"
2655,Sun in Buckets,Comedy
2656,Margin Call,"Thriller, Drama"
2657,Tootsie,"Comedy, Romance"
2658,Beverly Hills Cop III,"Action, Comedy, Crime"
2659,Star Trek: First Contact,"Science Fiction, Action, Adventure, Thriller"
2660,Frequency,"Science Fiction, Thriller"
2661,Veronica,Horror
2662,Suburbicon,"Thriller, Crime, Drama, Mystery"
2663,In the Name of the Father,Drama
2664,Taxi 2,"Action, Comedy"
2665,Eight Below,"Adventure, Drama, Family"
2666,Anomalisa,"Animation, Drama, Romance, Comedy"
2667,Take Shelter,"Thriller, Drama, Horror"
2668,The Recruit,"Action, Thriller"
2669,A Trip to the Moon,"Adventure, Science Fiction"
2670,"OSS 117: Cairo, Nest of Spies","Crime, Action, Adventure, Comedy"
2671,Race to Witch Mountain,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action"
2672,The Living Daylights,"Action, Adventure, Thriller"
2673,News of the World,"Drama, Western, Adventure"
2674,Teenage Mutant Ninja Turtles,"Science Fiction, Action, Adventure, Comedy, Family"
2675,The Wedding Singer,"Romance, Comedy"
2676,The Duchess,"Drama, History, Romance"
2677,Ask Me If I Am Happy,Comedy
2678,Scoob!,"Animation, Comedy, Family, Mystery"
2679,Arthur and the Revenge of Maltazard,"Adventure, Fantasy, Animation, Family"
2680,Dora and the Lost City of Gold,"Adventure, Comedy, Family, Fantasy"
2681,War,"Action, Thriller"
2682,Ben-Hur,"Action, History, Adventure, Drama"
2683,Rebecca,"Mystery, Romance, Thriller, Drama"
2684,30 Minutes or Less,"Action, Adventure, Comedy"
2685,Crimson Tide,"Thriller, Action"
2686,The Fourth Kind,"Mystery, Science Fiction, Thriller"
2687,#Alive,"Horror, Action, Adventure, Thriller"
2688,Shaft,"Action, Crime"
2689,Chloe,"Drama, Thriller, Mystery"
2690,While You Were Sleeping,"Romance, Comedy"
2691,Eden Lake,"Horror, Thriller"
2692,Mr. Brooks,"Crime, Thriller"
2693,Death at a Funeral,"Comedy, Drama"
2694,Cobra,"Action, Crime, Thriller"
2695,A Separation,Drama
2696,Alibi.com,Comedy
2697,Volver,"Comedy, Drama, Romance"
2698,Emma.,"Comedy, Romance"
2699,Suck Me Shakespeer,Comedy
2700,Revenge,"Action, Thriller, Horror"
2701,Mona Lisa Smile,"Drama, History, Romance"
2702,Ip Man 3,"Action, Drama, History"
2703,The Tale of The Princess Kaguya,"Animation, Drama, Fantasy"
2704,Do the Right Thing,Drama
2705,RV,"Family, Comedy"
2706,Filth,"Crime, Drama, Comedy"
2707,Star Trek: The Motion Picture,"Science Fiction, Adventure, Mystery"
2708,Fighting with My Family,Comedy
2709,Matchstick Men,"Comedy, Drama, Crime, Thriller"
2710,Ride Along 2,"Action, Comedy"
2711,A Nightmare on Elm Street 3: Dream Warriors,"Horror, Thriller"
2712,The Ice Age Adventures of Buck Wild,"Animation, Comedy, Adventure, Family"
2713,Cado dalle nubi,Comedy
2714,Brüno,Comedy
2715,Ali,Drama
2716,Reminiscence,"Mystery, Science Fiction"
2717,Footloose,"Drama, Music, Romance"
2718,Honest Thief,"Thriller, Action, Crime, Drama"
2719,Duplex,Comedy
2720,Bring It On,Comedy
2721,Life in a Year,"Drama, Romance"
2722,Hummingbird,"Action, Thriller"
2723,Lolita,Drama
2724,The Night Before,"Comedy, Adventure, Fantasy"
2725,Rounders,"Drama, Crime"
2726,The Sum of All Fears,"Thriller, Action, Drama"
2727,The Boxtrolls,"Animation, Comedy, Family, Fantasy"
2728,"I Love You, Man","Comedy, Romance"
2729,Michael Clayton,"Drama, Thriller, Mystery, Crime"
2730,Dr. Dolittle 2,"Comedy, Family, Romance, Fantasy"
2731,Wild Things,"Mystery, Thriller, Drama"
2732,Spectral,"Science Fiction, Thriller, Action"
2733,Ong-Bak,"Action, Thriller, Crime, Adventure"
2734,Little Man,"Comedy, Crime"
2735,The Color Purple,"Drama, History"
2736,Night School,Comedy
2737,The Quick and the Dead,"Western, Action"
2738,Doubt,Drama
2739,One Hour Photo,"Drama, Thriller"
2740,Superman III,"Comedy, Science Fiction, Action, Adventure"
2741,"Paris, Texas",Drama
2742,Tale of Tales,"Romance, Fantasy, Horror"
2743,Music and Lyrics,"Comedy, Music, Romance"
2744,Midnight Express,"Drama, Crime"
2745,The Guilty,"Thriller, Drama"
2746,The Wedding Planner,"Comedy, Romance"
2747,The Forbidden Kingdom,"Action, Adventure, Fantasy"
2748,From Up on Poppy Hill,"Animation, Drama"
2749,Planes,"Animation, Family, Adventure, Comedy"
2750,Child 44,"Crime, Thriller"
2751,The Signal,"Thriller, Science Fiction"
2752,The Infiltrator,"Crime, Drama, Thriller"
2753,Born on the Fourth of July,"Drama, War"
2754,Made of Honor,"Comedy, Romance"
2755,The Cobbler,"Fantasy, Comedy, Drama"
2756,Artemis Fowl,"Adventure, Fantasy, Science Fiction, Family, Action"
2757,Meet the Spartans,Comedy
2758,What's in a Name,"Comedy, Drama"
2759,World Trade Center,"Drama, History, Thriller"
2760,Capernaum,Drama
2761,The Hours,Drama
2762,Detroit,"Crime, Drama, Thriller, History"
2763,Suffragette,"Drama, History"
2764,Pleasantville,"Fantasy, Comedy, Drama"
2765,Chungking Express,"Drama, Comedy, Romance"
2766,Sex and the City 2,"Comedy, Drama, Romance"
2767,Sense and Sensibility,"Drama, Romance"
